file_name,effects_overexposure_chronic,effects_overexposure_eyes,effects_overexposure_ingestion,effects_overexposure_inhalation,effects_overexposure_skin,first_aids_chronic,first_aids_eyes,first_aids_ingestion,first_aids_inhalation,first_aids_skin,health_hazards_chronic,health_hazards_eyes,health_hazards_ingestion,health_hazards_inhalation,health_hazards_skin,appearance,conditions_avoid,decomposition_products,eyes_protection,other_precautions,protective_equipment,protective_gloves,respiratory_protection,ventilation,disposal,extinguishing_media,fire_fighting,handling_storage,spill
bhwfy,"chronic:may feel drugged,become sleepy or unconscious.","irritation.skin:minor irritation.repeated contact may cause rash.ingestion:n/k .inhalation:upper respiratory irritation.chronic:may feel drugged,become sleepy or unconscious.","ingestion:n/k .inhalation:upper respiratory irritation.chronic:may feel drugged,become sleepy or unconscious.","inhalation:upper respiratory irritation.chronic:may feel drugged,become sleepy or unconscious.","skin:minor irritation.repeated contact may cause rash.ingestion:n/k .inhalation:upper respiratory irritation.chronic:may feel drugged,become sleepy or unconscious.",,"flush with lots of water for at least 15 minutes,lifting lids occasionally.get medical aid.skin:remove contaminated clothing.wash thoroughly with soap & water.if irrit occurs,get medical aid.inge stion:do not induce vomit.get medical aid.inhalation:remove from exposure.if breath is stopped or difficult,administer artificial respiration or oxygen as indicated.if symptoms persist,consult md.",,"inhalation:remove from exposure.if breath is stopped or difficult,administer artificial respiration or oxygen as indicated.if symptoms persist,consult md.","skin:remove contaminated clothing.wash thoroughly with soap & water.if irrit occurs,get medical aid.inge stion:do not induce vomit.get medical aid.inhalation:remove from exposure.if breath is stopped or difficult,administer artificial respiration or oxygen as indicated.if symptoms persist,consult md.",,,,,"skin contact with prolonged exposure possibly developing into dermatitis.if eczema develops,this most often occurs on the back of hands,wrists and forearms.","WHITE PASTE,STYRENE ODOR.",N/K ,"CARBON MONOXIDE,CARBON DIOXIDE,LOW MOLECULAR WEIGHT HYDROCARBONS,ORGANIC ACIDS.",SAFETY GLASSES RECOMMENDED.,BOND & GROUND CONTAINERS FOR TRANSFER TO PREVENT STATIC SPARKS.STYRENE VAPORS ARE UNINHIBITED & MAY CAUSE BLOCKAGE OF VENTS DUE TO POLYMERIZATION (PREVENT WITH PERIODIC INSPECTION).AVOID IMPROPER ADDI TION OF PROMOTERS & OXIDIZING AGENTS.,SAFETY SHOWERS AND EYE WASH STATIONS SHOULD BE AVAILABLE.,POLYVINYL ALCOHOL & POLYETHYLENE,USE ADEQUATE VENTILATION.NIOSH/MSHA APPROVED ORGANIC VAPOR/DUST RESPIRATOR TO AVOID INHALATION OF EXCESSIVE AIR CONTAMINANTS.,USE LOCAL EXHAUST TO CONTROL EMISSION.GENERAL DILUTION VENTILATION MAY HELP REDUCE AIR CONTAMINANT CONCENTRATION.,"DISPOSAL MUST BE IN ACCORDANCE WITH FEDERAL,STATE AND LOCAL REGULATIONS.COORDINATION WITH SUPPORTING INSTALLATION AND/OR MACOM ENVIRONMENTAL COORDINATION PRIOR TO DISPOSAL IS RECOMMENDED TO DETERMINE APPROPRIATE DISPOSAL METHODS .","SMALL FIRES:CARBON DIOXIDE,DRY CHEMICAL;LARGE FIRES:FOAM AND WATER FOG.",DENSE SMOKE LIMITS VISIBILITY.VENT SMOKE & USE GAS MASK OR REMOTE AIR SUPPLY.WEAR MSHA/NIOSH APPROVED SELF-CONTAINED BREATHING APPARATUS & PROTECTIVE EQUIPMENT.,"AVOID PROLONGED/REPEATED SKIN CONTACT.AVOID EYE CONTACT.STORE IN COOL,DRY AREA OUT OF DIRECT SUNLIGHT.USE ADEQUATE VENTILATION.","REMOVE ALL IGNITION SOURCES.INCREASE VENTILATION TO DISPERSE VAPOR.DIKE LARGE SPILLS TO PREVENT RUNOFF INTO SEWERS/WATERWAYS.REMOVE MATERIAL BY SHOVELING,WIPING,ETC.SWEEP/CLEAN WITH INERT MATERIALS (S AND,VERMICULITE,ETC) & PLACE IN CLOSED CONTAINER."
bhwfn,,eyes/skin/ingestion/inhalation:not a likely route of exposure.,ingestion/inhalation:not a likely route of exposure.,inhalation:not a likely route of exposure.,skin/ingestion/inhalation:not a likely route of exposure.,,"eyes/skin/ingestion:n/a.inhalation:if detonation fumes are inhaled,remove to fresh air.if not breathing give artificial respiration,preferably mouth to mouth.if breathing is difficult give oxygen.call a physician.","ingestion:n/a.inhalation:if detonation fumes are inhaled,remove to fresh air.if not breathing give artificial respiration,preferably mouth to mouth.if breathing is difficult give oxygen.call a physician.","inhalation:if detonation fumes are inhaled,remove to fresh air.if not breathing give artificial respiration,preferably mouth to mouth.if breathing is difficult give oxygen.call a physician.","skin/ingestion:n/a.inhalation:if detonation fumes are inhaled,remove to fresh air.if not breathing give artificial respiration,preferably mouth to mouth.if breathing is difficult give oxygen.call a physician.",,,,,,HIGH EXPLO CORE (15-400 GR/FT OF ANY ONE LISTED) TEXTILE &/OR PLASTIC WRAPPED.,DETONATING CORDS BECOME LESS STABLE WITH HEAT.UNSTABLE WITH SHOCK.AVOID HEAT.,HAZARDOUS GASES PRODUCES ARE NITROGEN OXIDES.,SAFETY GLASSES,REFER TO MANUFACTURER'S INSTRUCTIONS AND WARNINGS SUPPLIED WITH PRODUCT.AVOID BREATHING FUMES OF DETONATION.,NONE,NONE,NONE,CONSULT LOCAL SAFETY/HEALTH AUTHORITIES IF ADDITIONAL GUIDANCE IS NEEDED .,"DISPOSAL MUST BE IN ACCORDANCE WITH FEDERAL,STATE AND LOCAL REGULATIONS.COORDINATION WITH SUPPORTING INSTALLATION AND/OR MACOM ENVIRONMENTAL COORDINATION PRIOR TO DISPOSAL IS RECOMMENDED TO DETERMINE APPROPRIATE DISPOSAL METHODS . (SEE SUPP)",NONE,DO NOT FIGHT FIRE.ISOLATE AREA.EVACUATE PERSONNEL TO A SAFE PLACE.,TRANSPORTATION AND STORAGE MUST BE IN ACCORDANCE WITH FEDERAL AND STATE REGULATIONS.,REVIEW FIRE AND EXPLOSION HAZARDS AND SAFETY PRECAUTIONS BEFORE PROCEEDING WITH CLEAN UP.USE APPROPRIATE PERSONAL PROTECTION EQUIPMENT DURING CLEAN UP.
bhwdq,,,,,skin if contacted.,,,,,skin contact.,,,,,,THICK OPAQUE TAN LIQUID,NONE STATED.,NONE STATED.,SAFETY GLASSES.,NONE STATED.,NONE STATED.,RECOMMENDED.,NONE USUALLY REQUIRED,ADEQUATE VENTILATION DURING ACTUAL USE OF MATERIAL.,NO SPECIAL PROCEFUES REQUIRED.,"WATER, FOAM.",NONE STATED.,NONE STATED.,WIPE UP SPILLED MATERIAL WITH DISPOSABLE CLOTH-SATURATE WITH XYLENE AT USER OPTION.
bhwgj,,corrosive.severe irritation on contact.skin:irritation and burns on contact.ingestion:harmful if swallowed.inhalation:vapors may produce irritation and nausea.,ingestion:harmful if swallowed.inhalation:vapors may produce irritation and nausea.,inhalation:vapors may produce irritation and nausea.,skin:irritation and burns on contact.ingestion:harmful if swallowed.inhalation:vapors may produce irritation and nausea.,,immediately flush with water for 15 minutes.get medical attention.skin:remove contaminated clothing.wash affected area thoroughly with water.ingestion:dilute with large quantities of water.induce vomiting only if victim is conscious and alert.get immediate medical attention.inhalation:remove to fresh air.,ingestion:dilute with large quantities of water.induce vomiting only if victim is conscious and alert.get immediate medical attention.inhalation:remove to fresh air.,inhalation:remove to fresh air.,skin:remove contaminated clothing.wash affected area thoroughly with water.ingestion:dilute with large quantities of water.induce vomiting only if victim is conscious and alert.get immediate medical attention.inhalation:remove to fresh air.,,eyes may result in permanent damage or blindness.skin sensitization/dermatitis.asthma.,,,skin sensitization/dermatitis.asthma.,"AMBER LIQUID,STRONG AMINE ODOR.","STORAGE IN OPEN CONTAINERS,EXPOSURE TO HEAT AND/OR OPEN FLAME,EXPOSURE TO INCOMPATIBLE SUBSTANCES.","AMMONIA,OXIDES OF NITROGEN AND CARBON.",EYE GOGGLES WITH SIDE SHIELDS.,N/K ,PROTECTIVE CLOTHING.,MUST BE WORN.,N/K ,GOOD GENERAL VENTILATION RECOMMENDED.FLEXIBLE DUCTWORK SHOULD EXTEND TO AREAS OF HIGH CONCENTRATION TO PREVENT (SEE SUP),"DISPOSAL MUST BE IN ACCORDANCE WITH FEDERAL,STATE AND LOCAL REGULATIONS.COORDINATION WITH SUPPORTING INSTALLATION AND/OR MACOM ENVIRONMENTAL COORDINATION PRIOR TO DISPOSAL IS RECOMMENDED TO DETERMINE APPROPRIATE DISPOSAL METHODS .","CARBON DIOXIDE,DRY CHEMICAL,FOAM,WATER FOG.",FIREFIGHTERS SHOULD WEAR SELF-CONTAINED BREATHING APPARATUS.,"AVOID SKIN AND EYE CONTACT.STORE IN COOL,DRY PLACE AWAY FROM HEAT OR OPEN FLAME.KEEP CONTAINER CLOSED WHEN NOT IN USE. WARNING:CORROSIVE MATERIAL.","SMALL SPILL:WIPE UP OR ABSORB WITH VERMICULITE OR OTHER ABSORBENT.IF SOLVENTS USED,USE WITH ADEQUATE VENTILATION AND FIRE PRECAUTIONS.COLLECT WASTE IN SEALED CONTAINERS.WASH AREA WITH SOAPY WATER.RINS E.LARGE SPILL:TURN ON VENTILATION.DIKE.(SEE SUP)"
bhwqg,,eye: potential irritation from airborne dust; ingest: n/k.,,inhalation of airborne dust containing asbestos fibers on repeated exposure may cause or can lead to asbestosis / mesothelioma; skin: n/k; eye: potential irritation from airborne dust; ingest: n/k.,skin: n/k; eye: potential irritation from airborne dust; ingest: n/k.,,,,,,chronic: dust from abrasive actions(eg.,,,,,"MANUFACTURED COMMODITY DESCRIBED BY LOGISTICS: ""ITEM-NAME""",NONE KNOWN,,SAFETY GLASSES W/SIDE SHIELDS OR GOGGLES,"AS MANUFACTURED, LOCKED-IN ASBESTOS DOES NOT PRESENT A HAZARD. ONLY WHEN THE ITEM IS SUBJECTED TO ABRASIVE ACTIONS & DUST IS GENERATED, THEN ASBESTOS FIBERS MAY BE RELEASED & BECOME AIRBORNE.","AS REQUIRED FOR TASK AT HAND, AND THE GUIDANCE SET FORTH BY YOUR SAFETY OFFICE OR IH PERSONNEL",AS REQUIRED FOR TASK AT HAND.,"IF EXPOSURES EXCEED ESTABLISHED LIMITS, A NIOSH/MSHA APPROVED RESPIRATOR FOR ASBESTOS SHOULD BE USED. CONSULT YOUR SAFETY OFFICE/IH PERSONNEL FOR GUIDANCE FOR THE TASK AT HAND.","LOCAL EXHAUST IS RECOMMENDED IN SITUATIONS WHERE DUST IS GENERATED BY ABRASIVE ACTIONS, ABRASION OR OTHER MEANS.","DUST SHOULD BE HANDLED AS A HAZARDOUS AIR POLLUTANT I/A/W 40CFR61 SUBPART ""M"" PERTAINING TO ASBESTOS. USE LANDFILLS APPROVED FOR ASBESTOS DISPOSAL. NOTE IF ITEM UNDER CONSIDERATION FOR DISPOSAL IS ""FRIABLE OR NON-FRIABLE"".",MATERIAL IS NOT FLAMMABLE ; USE MEDIA APPROPRIATE FOR SURROUNDING FIRE.,COMBUSTION PRODUCTS OF THIS MATERIAL MAY BE TOXIC. USE A SELF-CONTAINED BREATHING APPARATUS WHEN FIGHTING FIRES INVOLVING CHEMICAL PRODUCTS.,HANDLE IN A MATTER TO MINIMIZE FORMATION OR RETENTION OF AIRBORNE DUST. USE PROPER PERSONAL PROTECTION FOR TASK AT HAND. CHECK W/YOUR SAFETY OFFICE!!!,"USE PROPER PERSONAL PROTECTION. VACUUM OR WET CLEAN IF DUST IS INVOLVED. ANY VACUUM SYSTEM SHOULD BE EQUIPPED W/ AN OUTLET ""HEPA"" FILTER TO PREVENT REINTRODUCING ASBESTOS FIBERS TO THE ATMOSPHERE."
bhwpc,,eye: potential irritation from airborne dust; ingest: n/k.,,inhalation of airborne dust containing asbestos fibers on repeated exposure may cause or can lead to asbestosis / mesothelioma; skin: n/k; eye: potential irritation from airborne dust; ingest: n/k.,skin: n/k; eye: potential irritation from airborne dust; ingest: n/k.,,,,,,chronic: dust from abrasive actions(eg.,,,,,"MANUFACTURED COMMODITY DESCRIBED BY LOGISTICS: ""ITEM-NAME""",NONE KNOWN,,SAFETY GLASSES W/SIDE SHIELDS OR GOGGLES,"AS MANUFACTURED, LOCKED-IN ASBESTOS DOES NOT PRESENT A HAZARD. ONLY WHEN THE ITEM IS SUBJECTED TO ABRASIVE ACTIONS & DUST IS GENERATED, THEN ASBESTOS FIBERS MAY BE RELEASED & BECOME AIRBORNE.","AS REQUIRED FOR TASK AT HAND, AND THE GUIDANCE SET FORTH BY YOUR SAFETY OFFICE OR IH PERSONNEL",AS REQUIRED FOR TASK AT HAND.,"IF EXPOSURES EXCEED ESTABLISHED LIMITS, A NIOSH/MSHA APPROVED RESPIRATOR FOR ASBESTOS SHOULD BE USED. CONSULT YOUR SAFETY OFFICE/IH PERSONNEL FOR GUIDANCE FOR THE TASK AT HAND.","LOCAL EXHAUST IS RECOMMENDED IN SITUATIONS WHERE DUST IS GENERATED BY ABRASIVE ACTIONS, ABRASION OR OTHER MEANS.","DUST SHOULD BE HANDLED AS A HAZARDOUS AIR POLLUTANT I/A/W 40CFR61 SUBPART ""M"" PERTAINING TO ASBESTOS. USE LANDFILLS APPROVED FOR ASBESTOS DISPOSAL. NOTE IF ITEM UNDER CONSIDERATION FOR DISPOSAL IS ""FRIABLE OR NON-FRIABLE"".",MATERIAL IS NOT FLAMMABLE ; USE MEDIA APPROPRIATE FOR SURROUNDING FIRE.,COMBUSTION PRODUCTS OF THIS MATERIAL MAY BE TOXIC. USE A SELF-CONTAINED BREATHING APPARATUS WHEN FIGHTING FIRES INVOLVING CHEMICAL PRODUCTS.,HANDLE IN A MATTER TO MINIMIZE FORMATION OR RETENTION OF AIRBORNE DUST. USE PROPER PERSONAL PROTECTION FOR TASK AT HAND. CHECK W/YOUR SAFETY OFFICE!!!,"USE PROPER PERSONAL PROTECTION. VACUUM OR WET CLEAN IF DUST IS INVOLVED. ANY VACUUM SYSTEM SHOULD BE EQUIPPED W/ AN OUTLET ""HEPA"" FILTER TO PREVENT REINTRODUCING ASBESTOS FIBERS TO THE ATMOSPHERE."
bhwsx,,,,,,,,,,,,,,,,,NONE KNOWN,"BURNING, INCLUDING WHEN HEATED BY WELDING/CUTTING WILL PRO- DUCE SMOKE, CARBON MONOXIDE AND CARBON DIOXIDE.",SAFETY SPECS W/SIDE SHIELDS/FACE SHIELD.,DO NOT BREATHE SANDING DUST OR REUSE EMPTY CONT. DO NOT TAKE INTERN. CONT'ER S/BGROUNDED AND BONDED TO THE RECEIVING CONTAINER. DO NOT WELD/BRAZE OR CUT CONT'R.NEVER USE PRESSURE TO EMPTY. DRUM IS NOT A PRESSURE VESSEL. CLOSE AFTER EA USE.,NOT LIKELY TO BE NEEDED.,SOLVENT IMPERMEABLE GLOVES.,OUTDOORS/OPEN OR WELL-VENTILATED AREAS USE NIOSH MECHAN FILTER RESPIRATOR TO RE-MOVE OVERSPRAY. IN RESTRICTED VENT AREAS USE NIOSH CHEMICAL CARTRIDGE/MECHANICALFILTER RESPIRATOR. CONFINED AREAS USE NI OSH AIR-SUPPLIED RESPIRATOR.,PROVIDE DILUT/LOCAL EXH VENT TO KEEP CONCENT OF HAZ INGRID BELOW EXPOSURE LMT STD. REMOVE PROD GEN-WELD/CUT/BRAZ OBJECT,INCINERATE ONLY IN EPA PERMITTED FACILITY. DISPOSEONLY IAW FED/STATE/LOCAL REGS. DO NOT INCINERATE CLOSED CONTAINERS. OBSERVE PRECAUTIONS FOR DIS- POSAL OF FLAMMABLE MAT'S. CONTAMINATED ABSORBENT MAY BE DISPOSED IN HAZARDOUS WASTE LANDFILL.,USE CLASS B FIRE EXTINGUISHERS. POLYMER FOAM IS PREFERRED. FOR LARGE FIRES.,"WEAR SELF-CONTAINED BREATHING APPARATUS. WATER TO COOL CONT TO PREVENT POSSIBLE AUTO-IGNITION OR EXPLOSION. IF WATER IS USED, FOG NOZZLES ARE PREFERABLE.",DO NOT STORE ABOVE 120F. STORE LARGE QUANTITIES INCOMPLIANCE WITH OSHA 29CFR1910.106.,ELIM ALL IGNITION SOURCES. DIKE/CONTAIN SPILL WITHINERT MAT'L. TRANSFER LIQ'S/ABSORBENT DIKING MAT'LIN COVERED METAL CONT'S FOR RECOVERY/DISPOSAL. USEONLY NON-SPARKING TOOLS. PREVENT CONTAM OF SEWERS/ STREAMS/GROUNDWATER W/SPILLED MAT'L/USED ABSORBENT
bhwrk,," irritation skin: local irritation ingst: nausea, vomiting, liver and kidne y damageinhl: irritation to nose, throat, headaches, dizziness, and unconsciousness",,,"skin: local irritation ingst: nausea, vomiting, liver and kidne y damageinhl: irritation to nose, throat, headaches, dizziness, and unconsciousness",, flush w/luke warm water for 15 mins.,,,,,,,,,,,"OXIDES OF CARBON, SO2, TRACHES OF H2S",SAFETY GLASSES,,,SOLVENT RESISTANT,,GENERAL VENTILATION,CONSULT STATE REGULATIONS PRIOR TO DISPOSAL OF SPILLAGE.,"CO2, DRY CHEMICAL, FOAM, WATER",USE AIR SUPPLIED RESPIRATOR,,"SCOOP INTO CONTAINERS. CLEAN UP RESIDUE WITH 1,1, 1-TRICHLOROETHANE."
bhwqp,,,,"inhalation may cause irritation of the respiratory tract, headaches, dizziness or drowsiness.",,,,, remove from exposure.,,,,,"inhalation may cause irritation of the respiratory tract, headaches, dizziness or drowsiness.",,,"WILL REACT W/WATER-WATER CONTAINING PRODUCTS TO GIVE OFF HEAT/FUMES. DON'T ALLOW WATER TO ENTER SEALED DRUMS,MAY EXPLODE",FUMES MAY CONTAIN CARBON MONOXIDE & OXIDES OF NITROGEN. MAY PRODUCE HAZARDOUS FUMES WHEN HEATED TO DECOMP AS IN WELDING.,SAFETY EYEWARE TO PROTECT AGAINST SPLASH,"MAKE SURE THE DRUM IS COMPLETELY EMPTY BEFORE ATTEMPTING TO WELD OR BRAZE. DO NOT FLAME CUT, BRAZE OR WELD WITHOUT A NIOSH APPROVED RESPIRATOR OR APPROPRIATE VENTILATION.",,CHEM RESISTANT IF REPEAT/PROLONG CONTACT,DO NOT BREATHE VAPORS OR MIST. WEAR NIOSH/MSHA TC19C AIR LINE RESPIRATOR OR TC23C VAPOR/PARTICULATE RESPIRATOR WHEN ISOCYANATES ARE 10 X LESS THAN TLV'S.,GENERAL DILUTION OR LOCAL EXHAUST VENTILATION TO KEEP TWA/LEL BELOW ACCEPTABLE LIMITS & TO REMOVE DECOMPOSITION PRODUCTS,"DISPOSE OF IN ACCORDANCE WITH LOCAL, STATE AND FEDERAL REGULATIONS.","USE WATER FOG, FOAM, DRY CHEMICAL OR CARBON DIOXIDE.",,CONTAINERS SHOULD BE GROUNDED WHEN POURING. AVOID FREE FALL OF LIQUID IN EXCESS OF A FEW INCHES. DRUM SHOULD BE INDUSTRIALLY CLEANED PRIOR TO REUSE.,REMOVE ALL SOURCES OF IGNITION. AVOID BREATHING VAPORS. VENTILATE AREA AND REMOVE WITH INERT ABSORBANT AND NON-SPARKING TOOLS.
bhwpt,,eye: potential irritation from airborne dust; ingest: n/k.,,inhalation of airborne dust containing asbestos fibers on repeated exposure may cause or can lead to asbestosis / mesothelioma; skin: n/k; eye: potential irritation from airborne dust; ingest: n/k.,skin: n/k; eye: potential irritation from airborne dust; ingest: n/k.,,,,,,chronic: dust from abrasive actions(eg.,,,,,"MANUFACTURED COMMODITY DESCRIBED BY LOGISTICS: ""ITEM-NAME""",NONE KNOWN,,SAFETY GLASSES W/SIDE SHIELDS OR GOGGLES,"AS MANUFACTURED, LOCKED-IN ASBESTOS DOES NOT PRESENT A HAZARD. ONLY WHEN THE ITEM IS SUBJECTED TO ABRASIVE ACTIONS & DUST IS GENERATED, THEN ASBESTOS FIBERS MAY BE RELEASED & BECOME AIRBORNE.","AS REQUIRED FOR TASK AT HAND, AND THE GUIDANCE SET FORTH BY YOUR SAFETY OFFICE OR IH PERSONNEL",AS REQUIRED FOR TASK AT HAND.,"IF EXPOSURES EXCEED ESTABLISHED LIMITS, A NIOSH/MSHA APPROVED RESPIRATOR FOR ASBESTOS SHOULD BE USED. CONSULT YOUR SAFETY OFFICE/IH PERSONNEL FOR GUIDANCE FOR THE TASK AT HAND.","LOCAL EXHAUST IS RECOMMENDED IN SITUATIONS WHERE DUST IS GENERATED BY ABRASIVE ACTIONS, ABRASION OR OTHER MEANS.","DUST SHOULD BE HANDLED AS A HAZARDOUS AIR POLLUTANT I/A/W 40CFR61 SUBPART ""M"" PERTAINING TO ASBESTOS. USE LANDFILLS APPROVED FOR ASBESTOS DISPOSAL. NOTE IF ITEM UNDER CONSIDERATION FOR DISPOSAL IS ""FRIABLE OR NON-FRIABLE"".",MATERIAL IS NOT FLAMMABLE ; USE MEDIA APPROPRIATE FOR SURROUNDING FIRE.,COMBUSTION PRODUCTS OF THIS MATERIAL MAY BE TOXIC. USE A SELF-CONTAINED BREATHING APPARATUS WHEN FIGHTING FIRES INVOLVING CHEMICAL PRODUCTS.,HANDLE IN A MATTER TO MINIMIZE FORMATION OR RETENTION OF AIRBORNE DUST. USE PROPER PERSONAL PROTECTION FOR TASK AT HAND. CHECK W/YOUR SAFETY OFFICE!!!,"USE PROPER PERSONAL PROTECTION. VACUUM OR WET CLEAN IF DUST IS INVOLVED. ANY VACUUM SYSTEM SHOULD BE EQUIPPED W/ AN OUTLET ""HEPA"" FILTER TO PREVENT REINTRODUCING ASBESTOS FIBERS TO THE ATMOSPHERE."
bhwsn,,,,,,,,,remove to fresh air.,,,,,,,COLORLESS LIQUID,HIGH TEMPERATURES;LIGHT,"WHEN HEATED TO DECOMPOSITON, EMITS TOXIC OXIDES OF NITROGEN",CHEMICAL SAFETY GOGGLES WITH FACE SHIELD,DO NOT TAKE INTERNALLY. DO NOT BREATHE MIST. AVOID PROLONGED OR REPEATED BREATHING OF VAPOR. AVOID CONTACT WITH EYES. USE WITH ADEQUATE VENTILATION. WASH THOROUGHLY AFTER HANDLING.,"EYE WASH STATION AND SAFETY SHOWER. IMPERVIOUS BOOTS, APRON, OR COVERALLS AS REQUIRED.",NEOPRENE OR RUBBER GLOVES,"IF VENTILATION DOES NOT MAINTAIN INHALATION EXPOSURES BELOW PEL(TLV), USE NIOSH/MSHA APPROVED FULL FACEPIECE CHEMICAL CARTRIDGE RESPIRATOR OR A SUPPLIED AIR FULL FACEPIECE RESPIRATOR OR AIRLINED HOOD.",LOCAL EXHAUST IS RECOMMENDED TO KEEP EMPLOYEE EXPOSURES BELOW THE TLV OR NORMAL ROOM VENTILATION.,"DISPOSAL SHOULD BE MADE IN ACCORDANCE WITH ALL APPLICABLE FEDERAL, STATE AND LOCAL LAWS AND REGULATIONS.",USE ANY MEDIA FOR SURROUNDING FIRES,FIRE FIGHTERS SHOULD USE NIOSH APPROVED SCBA & FULL PROTECTIVE EQUIPMENT WHEN FIGHTING CHEMICAL FIRE. USE WATER SPRAY TO COOL NEARBY CONTAINERS EXPOSED TO FIRE.,"STORE IN A COOL, DRY, WELL VENTILATED AREA. KEEP CONTAINERS TIGHTLY CLOSED WHEN NOT IN USE. PROTECT CONTAINERS FROM PHYSICAL DAMAGE & DIRECT SUNLIGHT.","SMALL SPILL: FLUSH WITH WATER AND NEUTRALIZE WITH ALKALINE MATERIAL. SEWER NEUTRALIZED MATERIAL WITH EXCESS WATER. LARGE SPILL: EVACUATE AND VENTILATE AREA. IF POSSIBLE, STOP LEAK. DIKE TO RETAIN RUN OFF. NEUTRALIZE & PICK UP WITH ABSORBENT MATERIAL."
bhwqq,,,,"inhalation may cause irritation of the respiratory tract, headaches, dizziness or drowsiness.",,,,, remove from exposure.,,,,,"inhalation may cause irritation of the respiratory tract, headaches, dizziness or drowsiness.",,,,FUMES MAY CONTAIN CARBON MONOXIDE & OXIDES OF NITROGEN. MAY PRODUCE HAZARDOUS FUMES WHEN HEATED TO DECOMP AS IN WELDING.,SAFETY EYEWARE TO PROTECT AGAINST SPLASH,"MAKE SURE DRUM IS COMPLETELY EMPTY BEFORE ATTEMPTING TO WELD OR BRAZE. DO NOT FLAME CUT, BRAZE OR WELD WITHOUT A NIOSH APPROVED RESPIRATOR OR APPROPRIATE VENTILATION.",,CHEM RESISTANT IF REPEAT/PROLONG CONTACT,"GENERAL DILUTION/LOCAL EXHAUST FAILS TO ADEQUATELY DILUTE TWA/PEL USE RESPIRATORY PROTECTION: IN ACCORD W/29CFR 1910.134, USE NIOSH/MSHA APPROVED AIR LINE TYPE RESPIRATOR/HOODS FOR ENCLOSE/CONFINED AR EAS.AIR PURIFYING RESPIRATOR OTHER AREAS",GENERAL DILUTION OR LOCAL EXHAUST VENTILATION TO KEEP TWA/LEL BELOW ACCEPTABLE LIMITS & TO REMOVE DECOMPOSITION PRODUCTS,"DISPOSE OF IN ACCORDANCE WITH LOCAL, STATE AND FEDERAL REGULATIONS.","USE WATER FOG, FOAM, DRY CHEMICAL OR CARBON DIOXIDE.",,CONTAINERS SHOULD BE GROUNDED WHEN POURING. AVOID FREE FALL OF LIQUID IN EXCESS OF A FEW INCHES. DRUM SHOULD BE INDUSTRIALLY CLEANED PRIOR TO REUSE.,REMOVE ALL SOURCES OF IGNITION. AVOID BREATHING VAPORS. VENTILATE AREA AND REMOVE WITH INERT ABSORBANT AND NON-SPARKING TOOLS.
bhwrj,," irritation skin: local irritation inhal: irritation to nose,throat,headach e,fatigue,confusion,dizziness,drowiness,numbness & unconsciousness.",,,"skin: local irritation inhal: irritation to nose,throat,headach e,fatigue,confusion,dizziness,drowiness,numbness & unconsciousness.",, flush w/luke warm wtr for 15 mins.,,,,,,,inhalation: prolonged exposure can cause liver and kidney damage., may cause allergic skin rash in sensitized individuals inhalation: prolonged exposure can cause liver and kidney damage.,,,OXIDES OF CARBON AND NITROGEN,CHEMICAL GOGGLES OR FULL FACE SHIELD,,,SOLVENT RESISTANT,WEAR AIR SUPPLIED RESPIRATOR FOR MAJOR UNVENTILATED SPILLS,"GENERAL VENTILATION, ORGANIC VAPOR CARTRIDGE RESP., OR AIR SUPPLIED RESP.","EPA WASTE NO. D-001. DISPOSE OF SPILLAGE IN COMPLIANCE WITH FEDERAL, AND STATE REGULATIONS.","CO2, DRY CHEMICAL, FOAM, WATER FOG",USE AIR SUPPLIED RESPIRATOR. USE WATER TO COOL HEAT EXPOSED CONTAINERS.,,"REMOVE ALL IGNITION SOURCES. COVER WITH ABSORBANT.SCOOP INTO CONTAINERS. CLEAN UP RESIDUE WITH 1,1, 1-TRICHLOROETHANE."
